E_rel_keV,cosTheta_cm,phi,K3_lab_keV,K4_lab_keV,cosTheta3_lab,pT3_lab_keV,E3,px3,py3,pz3,E4,px4,py4,pz4
57.7532,-0.0880028,1.55421,13882.3,3772.2,-0.0911429,161434,953448,3839.04,161388,-14775.1,3.73115e+06,1775.29,-167240,12761.2
12.5481,0.578444,3.48657,13919.1,3684.2,0.576987,132580,953485,-124795,-44760.9,93659.6,3.73106e+06,126527,45797.7,-96808.7
17.2152,-0.800749,0.238655,14022,3592.25,-0.796761,98456.8,953587,95978.5,21951.8,-129815,3.73097e+06,-90663.9,-27531.2,133470
27.0379,0.172248,4.77089,13742.4,3884.79,0.171462,158896,953308,8331.27,-158677,27654.1,3.73126e+06,-13545.7,167043,-29807.3
27.3631,-0.46721,0.155356,14137.4,3483.37,-0.467763,144601,953703,143036,21218.5,-76527.5,3.73086e+06,-140216,-26590.7,74914.1
15.8453,0.664424,5.60302,14030.8,3576.94,0.668709,121180,953596,94453.3,-75915.2,108986,3.73096e+06,-95831,79443.7,-105750
20.727,0.546884,1.86121,14104.9,3506.17,0.548693,136618,953670,-38700,131022,89663.9,3.73089e+06,40626.4,-129937,-87269.2
17.2078,-0.623751,5.76884,14172.2,3436.69,-0.626402,127687,953738,111035,-63049.1,-102608,3.73082e+06,-110629,61315.9,98148.8
23.4311,-0.621081,1.21114,14003.1,3610.24,-0.619169,127854,953569,44804.6,119747,-100812,3.73099e+06,-45678.4,-119185,103126
29.2832,-0.161928,4.88289,14025.4,3606.94,-0.149186,161125,953591,26404.5,-158947,-24309.7,3.73099e+06,-30852.1,157324,34631.4
28.5484,0.220152,4.81402,14104.2,3525.35,0.229339,159054,953670,14699.9,-158373,37476.1,3.7309e+06,-21784.9,157900,-29766.3
20.5996,-0.289645,0.676172,13859.8,3767.34,-0.278606,155563,953425,120438,98461.6,-45127.7,3.73115e+06,-126798,-94582.1,55456.5
16.0707,-0.338724,3.42104,14001.9,3606.58,-0.332805,153530,953567,-147679,-41983.1,-54184.5,3.73099e+06,146567,43597.8,59300.9
17.1859,0.814209,1.85321,14333.4,3287.17,0.813491,95809.8,953899,-25150.1,92449.9,134016,3.73067e+06,31187.8,-84887.5,-127817
20.5568,-0.566084,5.48458,13986.6,3623.54,-0.566771,134062,953552,93478.8,-96095.9,-92226,3.731e+06,-94987.5,97077.7,92622.9
24.64,-0.922995,3.54706,13954.9,3668.13,-0.925106,61716.2,953520,-56085.2,-25755.3,-150362,3.73105e+06,63858.1,20834.9,151151
23.0609,-0.549483,5.16779,13809.7,3810.41,-0.551812,134837,953375,60145.3,-120680,-89217.8,3.73119e+06,-59066.5,128947,91126.2
27.4615,-0.200476,2.93596,13975.6,3652.15,-0.212599,158939,953541,-155551,32640,-34580.7,3.73103e+06,159804,-32568,25324.4
54.3224,-0.725588,0.211766,13882.5,3769.88,-0.726129,111460,953448,109269,21991.9,-117713,3.73115e+06,-111911,-29928.3,121235
27.3871,-0.525703,1.42938,13985.7,3631.95,-0.523189,138669,953551,19555.1,137283,-85131.2,3.73101e+06,-19555.2,-137628,88116.6
30.6388,0.441575,4.66129,14184.8,3436.77,0.442494,146962,953750,-7689.15,-146761,72515.4,3.73082e+06,6638.5,143782,-70106
22.272,-0.552558,4.56885,13913.1,3703.39,-0.558251,134648,953479,-18995.4,-133301,-90598.7,3.73108e+06,21189.4,139275,88176.7
12.8551,-0.530663,0.013824,13950.5,3659.43,-0.52338,138475,953516,138446,2826.11,-85054.4,3.73104e+06,-137066,1673.93,92214.8
21.4379,0.34744,1.49541,14109.5,3508.09,0.338325,153802,953675,11437.6,153376,55295.9,3.73089e+06,-11825.6,-148941,-61975.3
18.0282,0.154498,0.96742,13923.1,3685.82,0.155958,160362,953489,90748.4,132215,25319.6,3.73107e+06,-93988.9,-134339,-24687.1
18.0049,-0.894272,0.110631,14234.3,3376.29,-0.893672,73665,953800,73210.2,8172.25,-146711,3.73076e+06,-69833.5,-7602.05,142289
15.1534,-0.419351,2.15762,13948,3662.94,-0.419952,147472,953513,-82895.5,121968,-68240.1,3.73104e+06,78279,-128250,68876.4
25.9663,-0.369836,2.65698,14090.9,3533.34,-0.370404,151714,953656,-135097,69035.3,-60498.6,3.73091e+06,130083,-76674.2,59599.1
41.7808,0.958456,3.51994,14125.7,3511.25,0.959666,45976.6,953691,-43181.5,-15786.4,156938,3.73089e+06,43511.5,22686.3,-154207
23.572,0.906669,2.03672,13968.3,3653.06,0.909982,67427.7,953534,-29234,60760.7,147976,3.73103e+06,37442.8,-64194.5,-147388
35.0204,0.128338,5.47594,14273.3,3356.5,0.131131,162973,953839,113105,-117335,21557,3.73074e+06,-107035,115040,-18505.3
69.3658,-0.202328,3.62332,13981.7,3685.53,-0.207518,159151,953547,-140342,-75054.8,-33761.6,3.73106e+06,147079,70310.9,30207
22.5578,0.269274,5.94749,14082.8,3529.61,0.271844,157135,953648,148335,-51847.5,44387.9,3.73091e+06,-148074,51294.9,-42044.2
15.9982,0.0890451,1.32493,14252.1,3358.34,0.0877788,163636,953818,39159.1,158882,14419.5,3.73074e+06,-40961,-152141,-14903.4
38.2444,0.365454,2.27532,14241.7,3395.68,0.364229,152930,953807,-100293,115451,59810,3.73078e+06,90773,-116697,-58885.6
47.515,-0.864455,3.40024,14590.2,3070.59,-0.864227,83626.8,954156,-80933.9,-21051.1,-143654,3.73045e+06,72945.4,20716.6,130957
29.7713,-0.0485464,1.52797,13811.4,3816.93,-0.0562112,161436,953377,6700.39,161297,-9088.87,3.7312e+06,-8048.58,-168502,3337.08
33.0754,0.608943,6.23102,14141.5,3490.19,0.600091,130890,953707,130727,-6540.83,98190.8,3.73087e+06,-123293,7551.75,-103791
26.5795,0.850859,3.3628,13961.2,3660.83,0.851296,85299.3,953527,-83526.7,-17299.1,138397,3.73104e+06,83879.4,24674.4,-140212
21.8741,0.541174,0.600286,13960.4,3655.36,0.54367,136443,953526,111943,78008.9,88383.1,3.73103e+06,-117885,-75309.5,-87720.8
25.7717,0.989568,2.6001,13837.6,3783.76,0.988707,24254.8,953403,-20843.6,12403.2,160018,3.73116e+06,17359.1,-10963.2,-166733
38.1632,0.740341,2.65767,14259.3,3373.78,0.742051,110145,953825,-97115.7,51966.7,121928,3.73075e+06,96930,-47338.2,-116300
22.9202,-0.933019,1.69993,14152.8,3462.81,-0.934863,58112.1,953718,-7009.43,57687.8,-153030,3.73084e+06,9695.41,-60152.6,148708
20.061,0.184574,4.21352,14007.7,3604.72,0.178351,160234,953573,-76945.9,-140550,29043.6,3.73098e+06,75603.3,141417,-34216.8
18.492,-0.924449,5.1209,13986.8,3622.98,-0.922619,62764.3,953552,24688.4,-57704.8,-150131,3.731e+06,-24734.4,54521.1,153092
22.3658,-0.198976,3.07217,14193.2,3439.88,-0.209455,160292,953759,-159743,13246,-34335.4,3.73082e+06,158178,-2634.14,25059.8
14.8075,0.734575,0.995609,14162.7,3442.85,0.735575,110931,953728,60241.1,93149.4,120451,3.73082e+06,-59933.5,-91548.2,-117066
27.1085,0.822096,5.41705,13764.2,3868.29,0.819825,92427.4,953330,61184.6,-69276.7,132331,3.73125e+06,-56103.5,76469.9,-140914
20.9413,0.305624,6.17192,14251.9,3368.45,0.297689,156822,953817,155761,-18210.6,48901.1,3.73075e+06,-148593,13442.1,-53494.7
33.5219,0.498619,1.89242,14056.1,3574.44,0.490112,142193,953622,-44286.3,135120,79951.1,3.73095e+06,46301.7,-130343,-86754.1
15.8316,-0.627367,2.96327,14209.9,3402.1,-0.625055,128035,953775,-125781,23917.5,-102525,3.73078e+06,121698,-17055.4,101351
12.2116,-0.000486945,2.21145,14136.7,3465.74,-0.000587389,163599,953702,-97953.3,131033,-96.096,3.73085e+06,95441.3,-129380,13.9999
19.5933,0.510238,4.34944,14060.3,3549.26,0.512851,140063,953626,-49799.7,-130911,83673,3.73093e+06,49743.6,131836,-81340.7
18.6639,-0.611434,1.96764,13965.2,3651.12,-0.619908,127585,953531,-49384,117640,-100795,3.73103e+06,51765.1,-124302,95398.3
33.2934,0.353324,0.885495,14119.2,3504.26,0.355334,152827,953685,96972.8,118120,58095.9,3.73088e+06,-95050.9,-118254,-55830.2
25.6377,0.574591,5.2035,14105.5,3513.47,0.570718,134189,953671,62446.9,-118773,93265,3.73089e+06,-64908.1,113502,-95438.7
26.118,0.656309,1.28299,14098.2,3527.06,0.656101,123294,953664,36848.8,117659,107190,3.73091e+06,-27409.8,-119274,-106434
36.1436,0.835141,3.72321,13878.4,3758.98,0.837253,88631.3,953444,-73071.4,-50160.5,135707,3.73114e+06,82428.9,45911.6,-138326
19.3816,-0.741827,2.93202,14153.3,3456.89,-0.743608,109449,953719,-107042,22828.2,-121725,3.73084e+06,106599,-22433.8,117965
22.7633,-0.612212,2.32466,13764.7,3855.95,-0.612674,127573,953330,-86761.5,93526.6,-98895.3,3.73124e+06,94097.8,-95870.3,103511
18.102,0.912234,0.552482,13964.3,3650.21,0.913302,66220.5,953530,55542.8,36057.6,148495,3.73103e+06,-62009.2,-31132.4,-149701
35.3434,-0.951797,4.63426,14163.1,3471.37,-0.953735,49231.9,953729,-5362.53,-48939,-156177,3.73085e+06,-1794.54,53583.2,151710
34.6105,0.156698,0.382704,14123.5,3510.87,0.15246,161610,953689,149217,62065.1,24930.5,3.73089e+06,-150396,-52727.6,-28031.1
21.3426,0.224439,0.802041,14314.3,3304.66,0.228773,160265,953880,111049,115555,37663.2,3.73068e+06,-108242,-108987,-32432.4
25.913,0.23022,5.39307,14080.6,3546.82,0.235783,158668,953646,101375,-122061,38496.7,3.73093e+06,-94021.7,128332,-33826.5
36.7587,0.141162,0.106641,13945,3684.49,0.142476,160820,953510,159804,18044.4,23149.1,3.73106e+06,-163646,-13848,-22557.9
34.7451,0.797707,5.07571,14207.9,3419.63,0.799028,98620.1,953773,35684.2,-91937.9,131051,3.7308e+06,-32128.8,92006.2,-126518
53.956,-0.74457,3.36565,13850.4,3797.49,-0.745456,107930,953416,-105160,-24295.6,-120705,3.73118e+06,110425,23869.5,124741
12.0482,-0.871448,4.2034,14011,3593.9,-0.86827,80795.9,953576,-39840,-70290.5,-141410,3.73097e+06,35538.3,68000.4,144629
18.9832,0.846908,2.09257,14047.3,3562.77,0.845995,86951,953613,-42655.3,75769.4,137962,3.73094e+06,45399.2,-72803.9,-138603
29.813,0.227827,0.347928,14000.1,3620.58,0.223519,158681,953565,149164,54129.7,36388.9,3.731e+06,-149832,-54221.1,-40175.3
30.2376,0.375557,6.23915,14150.5,3480.06,0.378674,151490,953716,151247,-8581.29,61981.1,3.73086e+06,-150138,-882.73,-58419.4
21.3599,0.786611,0.0727444,13986.2,3626.61,0.784067,100996,953552,100689,7866.58,127583,3.73101e+06,-99359.9,-5170.64,-130956
26.5131,-0.952692,5.35354,13919.7,3701.31,-0.954412,48454,953485,29589.9,-38369.6,-154929,3.73108e+06,-29874.7,45027.9,157118
24.9599,-0.278521,4.57964,14066.6,3564.75,-0.277231,156793,953632,-18201.7,-155733,-45241.3,3.73094e+06,30627.9,153366,46128.4
44.8737,-0.573243,3.05338,14302.6,3339.04,-0.570369,135170,953868,-134715,11088.3,-93861.7,3.73072e+06,127193,-14483.8,92277.1
31.1873,0.174729,4.52417,13999.3,3627.84,0.171799,160376,953565,-28524.3,-157819,27968.2,3.73101e+06,36019.9,157560,-30582.3
55.2919,-0.0502493,4.76523,13898,3755.86,-0.0484036,162011,953463,10124.8,-161695,-7851.14,3.73114e+06,-2683.27,167076,9574.2
33.8159,0.225538,3.28535,13967.8,3658.57,0.230637,158227,953533,-156671,-22136.8,37504.2,3.73104e+06,159670,25231.7,-33998.2
32.2873,-0.0347399,1.38112,13993,3657.64,-0.0489701,162564,953558,28287.3,160084,-7970.32,3.73104e+06,-40311.4,-160137,-3346.6
30.0996,-0.79006,6.23274,13812.9,3831.92,-0.779716,101246,953378,101152,-4356.84,-126080,3.73121e+06,-94812.2,7723.45,139756
27.6954,-0.664755,0.336054,13911.7,3707,-0.664692,121244,953477,114493,39890.6,-107868,3.73109e+06,-117113,-41308.4,110574
14.3092,-0.755165,2.97734,14208.5,3398.67,-0.75773,107032,953774,-105568,17645.4,-124280,3.73078e+06,104918,-16812.4,118564
24.6931,-0.72995,0.657982,14162.8,3452.35,-0.729472,112007,953728,88594.5,68532.2,-119452,3.73083e+06,-86632.8,-66723,117436
14.5666,-0.654365,5.74887,14076.3,3553.51,-0.668738,121373,953642,104197,-62244.4,-109169,3.73093e+06,-113540,64887.9,96961.1
27.3701,-0.696902,4.59483,14183.7,3458.27,-0.696842,117533,953749,-10754.9,-117040,-114193,3.73084e+06,25311.5,112707,111575
32.6677,-0.176526,0.334327,13964.8,3661.52,-0.170153,160223,953530,151533,52047.4,-27665.7,3.73104e+06,-152190,-55174.8,33211.5
16.8529,-0.218806,5.20323,14121.7,3488.1,-0.213704,159734,953687,75914.9,-140541,-34943.1,3.73087e+06,-71377.4,139410,38539
22.1755,0.092265,4.70021,14200.1,3419.9,0.0863523,163355,953766,-3250.26,-163323,14159,3.7308e+06,-2998.91,158602,-18514.1
38.9047,0.0394145,5.18463,14052.8,3582.63,0.04035,162976,953618,72640.9,-145892,6581.45,3.73096e+06,-80083.8,142383,-5839.31
25.191,0.889753,0.860009,14005.1,3626.81,0.896618,72102,953571,47588.1,54167,145996,3.73101e+06,-52391.2,-65200.2,-141613
27.5577,0.79902,2.14718,14343.7,3282.73,0.796663,99609.7,953909,-53752,83861.8,131291,3.73066e+06,52256.3,-75824,-126502
26.9654,0.315458,5.1043,14086,3539.68,0.326353,154362,953651,58634.4,-142792,53294.5,3.73092e+06,-60985,143961,-44226.5
26.5242,0.217716,2.32233,13918.6,3698.79,0.216333,158479,953484,-108166,115826,35115.7,3.73108e+06,110694,-118162,-37038.8
26.8861,-0.173152,3.78199,14220.9,3399.71,-0.177876,161472,953786,-129680,-96209,-29187.5,3.73078e+06,125361,95069.7,24531.7
17.746,0.488725,5.87072,14114.5,3497.15,0.481981,143229,953680,131291,-57246.3,78788.9,3.73088e+06,-126524,56149.5,-83195.9
15.7302,0.0729657,1.62648,13959.4,3647.2,0.0739846,162116,953525,-9630.75,161830,12027.1,3.73103e+06,6772.72,-164398,-11384.6
27.6438,0.4578,2.53441,14057.6,3565.51,0.464949,144432,953623,-119091,81718.1,75850.4,3.73094e+06,119051,-86694.3,-70026.7
19.3055,-0.266226,3.86005,13981.4,3633.58,-0.262695,156977,953547,-117243,-104384,-42738,3.73101e+06,122544,99820.2,46037.8
31.9902,-0.511033,5.79418,14032.5,3593.59,-0.509823,140217,953598,123143,-67057.9,-83096.4,3.73097e+06,-126251,61182.1,84378.3
31.1213,0.497698,2.36861,14253.9,3371.3,0.498627,142401,953819,-101457,99922.3,81914.6,3.73075e+06,100548,-94348.3,-78307.2
29.5446,0.935945,5.77542,14098.2,3525.29,0.933681,58505.2,953664,51521.7,-27719.4,152540,3.7309e+06,-44978.3,28738.7,-153113
12.1514,-0.381859,0.791048,13894.5,3711.84,-0.387883,149483,953460,104903,106492,-62907.3,3.73109e+06,-109974,-109672,59686.5
12.3061,0.038679,6.27181,14294.1,3316.94,0.0442129,164353,953860,164331,-2669.22,7273.62,3.7307e+06,-157257,-1343.64,-2518.83
39.4904,-0.911584,3.50874,14012.8,3618.01,-0.912404,66663.3,953578,-61932.8,-24664.4,-148608,3.731e+06,65227.1,21773.8,149184
27.3231,-0.164322,0.20573,14156.2,3463.21,-0.165386,161458,953722,157881,33795.3,-27075.7,3.73084e+06,-155929,-29221.7,25720.8
18.0863,-0.94855,1.68604,13693.8,3927.17,-0.948456,51021.5,953259,-6892.7,50553.8,-152698,3.73131e+06,2195.03,-54141,162344
28.1213,0.898358,1.11682,14346.2,3281.06,0.898363,72395.8,953912,32596.7,64642.1,148064,3.73066e+06,-26807.8,-63385,-140478
39.6265,0.804305,1.70419,13745.6,3895.85,0.800683,96634.8,953311,-13537.8,95681.8,129153,3.73128e+06,10373,-97666.6,-139325
36.1275,0.386637,6.18028,14223.9,3418.64,0.397472,150586,953789,149929,-14054.1,65227.7,3.7308e+06,-148567,20931.7,-54648.2
17.8033,0.449359,5.27277,14165.9,3446.14,0.450529,146207,953731,78705.1,-123215,73782.8,3.73083e+06,-72389.4,124036,-71251.9
33.4178,-0.935422,0.395657,14035.3,3596.17,-0.938407,56324.1,953601,51497.5,22812.6,-152967,3.73098e+06,-59928.3,-19933.5,151105
30.2867,0.522154,4.66613,14120.8,3500.58,0.519101,139750,953686,-6909.89,-139580,84876.1,3.73088e+06,4564.49,136524,-86305.3
27.9785,-0.02344,1.07816,14436.9,3195.69,-0.0265315,165281,954002,78889.4,145239,-4386.71,3.73058e+06,-70175.5,-137499,1617.98
33.2606,0.597626,0.484477,14238.3,3390.56,0.595515,131901,953804,116217,62381.5,97777.6,3.73077e+06,-113850,-55169.7,-96342.2
20.1095,-0.0780581,6.17641,13966.9,3645.08,-0.0758183,162138,953532,161301,-16453,-12328.5,3.73102e+06,-162949,20733.6,14291.7
15.3292,-0.711083,0.279399,14112.4,3494.45,-0.708733,115315,953678,111018,31184.5,-115847,3.73087e+06,-106938,-33290.8,116269
10.0352,0.619481,4.03016,13944.3,3667.36,0.609198,128844,953510,-81334.9,-99927.4,98978.5,3.73105e+06,78149.9,96963.3,-108828
26.1483,0.601753,1.3385,13801.3,3821.57,0.601869,129079,953367,30569.9,125406,97281.3,3.7312e+06,-27701.2,-132042,-101494
32.3151,0.146073,0.0988109,13923.3,3700.16,0.144412,160649,953489,159835,16146.1,23445.3,3.73108e+06,-163495,-15029.9,-25320.4
19.1477,0.17411,4.97068,13847.4,3766.78,0.172005,159491,953413,41605.9,-153969,27848.3,3.73115e+06,-38694.2,160208,-30507.3
34.5711,-0.0480479,2.01231,14219.6,3407.61,-0.0512122,163866,953785,-70349.6,147997,-8402.97,3.73079e+06,66791.9,-144643,5627.48
20.6024,0.253073,4.42462,14051.2,3583.12,0.259598,157508,953617,-47455.5,-150189,42340.3,3.73096e+06,34279.7,155484,-37066
22.1511,-0.137571,2.15994,14020.9,3590.99,-0.135794,161413,953586,-89908.7,134054,-22123.8,3.73097e+06,89120.8,-135208,23646
33.9587,0.910923,5.53149,14237.5,3416.75,0.916506,65677.6,953803,46314.1,-46567.7,150477,3.7308e+06,-60321.2,43576.4,-141227
22.3007,-0.498805,6.11996,14166.9,3452.95,-0.506277,141235,953732,139215,-23796.5,-82915.4,3.73083e+06,-140400,19723.3,75178.3
20.5364,-0.256169,3.13205,13841.1,3773.09,-0.256938,156432,953406,-156420,1989.07,-41589.6,3.73115e+06,162286,396.003,42482.4
27.5302,0.293256,2.90344,13844.6,3777.35,0.291244,154869,953410,-150341,37178.5,47148.8,3.73116e+06,156150,-35238.4,-50488.1
33.2365,0.550596,2.53958,14188.4,3435.74,0.550267,136854,953754,-112869,77393.6,90188.5,3.73082e+06,109731,-76014.7,-88347.3
39.5072,0.982605,5.39288,14175.4,3467.93,0.980984,31796.4,953741,18536.5,-25834.3,160709,3.73085e+06,-21121.7,14613,-158761
34.5132,-0.750783,4.45254,13744.4,3888.4,-0.751389,106433,953310,-27723,-102759,-121196,3.73127e+06,27537.2,109525,127469
25.6101,0.350007,2.45154,14301,3336.72,0.364772,153215,953866,-118210,97474.4,60024.6,3.73072e+06,116282,-96373.5,-45566.4
20.2761,0.753832,2.45661,14222.6,3390.75,0.752641,108048,953788,-84027.8,67923.7,123507,3.73077e+06,78849.3,-67240.8,-120624
23.869,0.312961,5.10641,13923,3694.1,0.308164,154448,953488,58750,-142837,50029.9,3.73107e+06,-62246.3,143719,-54976.7
35.3244,-0.941105,5.38632,13865.3,3781.38,-0.939218,55620.9,953431,36672.8,-41818.5,-152162,3.73116e+06,-25611.1,48105.2,158851
33.6757,0.938587,1.57084,14065.8,3560.77,0.937541,56767.9,953631,1091.18,56757.4,152993,3.73094e+06,4281.06,-54433.8,-153545
22.1693,-0.60309,4.96928,13966.2,3650.02,-0.59734,130405,953532,33646.2,-125990,-97128.7,3.73103e+06,-30715.1,125096,103107
32.9315,-0.6795,1.09572,14097.2,3525.82,-0.67763,120142,953663,54674.8,106980,-110703,3.73091e+06,-54999.5,-104248,111374
12.831,0.203694,1.74306,13982.5,3622.61,0.209469,159088,953548,-26874.6,156802,34080.1,3.731e+06,29255.7,-158982,-29793
28.9717,-0.794257,3.86084,14159.4,3462.62,-0.790479,100284,953725,-75278.8,-66256.3,-129426,3.73084e+06,71704.3,61495.5,130007
31.0562,0.862794,4.79615,14102.1,3540.17,0.86133,83013.1,953667,9804.67,-82432.1,140738,3.73092e+06,4468.94,81157.3,-140702
23.9471,-0.0340586,3.55384,14279.1,3340.51,-0.0292958,164356,953844,-150672,-65657.9,-4817.02,3.73072e+06,144076,63912,8437.98
24.9403,0.0658064,2.84228,13954.8,3662.17,0.0697306,162139,953520,-154752,48385,11333.7,3.73104e+06,158397,-46412.1,-8377.25
15.6712,-0.767865,4.57311,14222.5,3389.3,-0.763769,105924,953788,-14037.7,-104989,-125333,3.73077e+06,16310,97346.7,124641
57.4036,-0.064486,4.08589,13951.7,3709.45,-0.0670251,162151,953517,-93267.9,-132643,-10892.7,3.73109e+06,104265,129278,9092.57
21.2102,0.886986,5.37382,14265.8,3350.12,0.888196,75513.1,953831,46816.6,-59249,145975,3.73073e+06,-44056.2,60100.4,-139401
24.1898,-0.823274,3.90244,13943.1,3679.59,-0.818522,93333,953509,-66773.5,-65210.1,-132982,3.73106e+06,68106,58432.7,139252
29.9309,0.459255,3.45852,13988.5,3633.53,0.462481,144283,953554,-136852,-45707.1,75260.7,3.73101e+06,140877,42990.3,-73523.6
17.8692,0.531958,5.50093,14179.3,3432.56,0.53539,138386,953745,98781.3,-96917.3,87722.1,3.73081e+06,-94616.6,98894.1,-82875.6
14.5303,-0.188118,2.33657,13931.5,3687.85,-0.197555,159198,953497,-111617,113515,-32082.5,3.73107e+06,108492,-122894,25141.1
38.8902,0.0894761,6.15986,14030,3600.51,0.0926816,162274,953595,161135,-19191.5,15104.8,3.73098e+06,-161743,23110.6,-12614
14.9746,-0.766696,5.60643,13921.8,3685.19,-0.765083,104537,953487,81089.5,-65972.7,-124205,3.73106e+06,-83608.7,63905.4,128107
